Recom1,Recom2,Recom3,Recom4,Recom5
40.5,3.7,3.5,5.9,
8.9,8.7,18.3,17.8,8.7
15.4,1.6,,,
17.4,15.5,15.5,,
9.9,3.7,3.5,5.9,
26.9,29.5,30.2,29.2,26.8
2.5,2.5,2.5,,
1.8,1.8,1.8,1.8,
27.9,25.9,3.9,1.7,
19.5,28.1,27.1,27.1,30.9
8.9,11.9,4.2,,
17.5,17.4,2.8,15.5,3.1
1.5,8.2,8.2,13.9,5.3
1.7,Sem Foto,4.2,,
1.8,3.9,1.8,1.8,1.8
3.0,3.0,3.0,,
1.6,1.5,1.7,,
28.1,28.9,27.7,27.1,21.5
,16.9,3.9,,
30.2,29.2,26.8,1.6,14.0
1.9,38.9,1.7,,
38.4,35.9,1.8,29.9,3.9
1.8,1.8,1.8,1.8,1.8
13.9,10.9,2.5,2.5,17.8
1.7,Sem Foto,3.1,,
1.7,4.2,Sem Foto,,
6.6,2.5,2.5,,
17.0,16.6,3.7,9.9,
8.1,10.7,11.9,11.9,
17.8,13.9,3.1,1.9,
38.4,35.9,29.9,1.7,
2.5,2.5,1.8,1.8,
8.7,13.5,7.4,,
6.3,1.8,1.8,1.8,
39.4,27.3,28.9,27.7,24.9
28.1,27.1,27.1,30.9,
15.9,10.3,16.5,,
11.9,8.9,10.3,,
32.9,13.5,1.8,1.8,
3.1,26.9,17.9,,
10.9,3.1,1.7,Sem Foto,
3.0,3.0,2.7,2.7,1.7
16.4,6.6,6.3,1.6,
14.5,11.9,3.5,5.9,
15.29,25.9,20.8,,
1.7,4.2,Sem Foto,,
28.7,25.9,26.9,,
6.6,27.1,30.9,,
2.6,4.5,1.9,,
1.7,4.2,Sem Foto,,
18.9,14.9,3.7,3.5,5.9
12.3,1.7,4.2,,
5.3,1.5,9.9,8.2,
12.3,12.9,13.9,,
13.5,38.9,1.7,Sem Foto,
37.6,30.2,29.2,29.1,34.1
1.7,4.2,Sem Foto,,
24.9,8.7,13.9,8.7,
28.6,10.9,1.5,,
36.9,38.4,42.2,42.2,2.8
1.7,4.2,Sem Foto,,
19.5,1.7,38.9,,
1.8,1.8,1.8,1.8,1.8
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
Sem Foto,10.45,1.7,Sem Foto,
1.6,1.5,1.7,4.2,
2.7,2.7,1.5,1.9,
2.5,2.5,2.5,2.5,38.9
17.9,1.7,4.2,Sem Foto,
13.5,2.8,1.6,1.5,
24.9,11.9,46.5,17.9,
1.8,1.8,1.8,1.8,
2.5,2.5,14.0,,
28.1,27.1,27.1,30.9,35.9
13.5,2.5,2.5,13.5,
26.9,26.9,34.1,26.9,
49.9,3.1,1.9,,
5.3,8.2,8.2,13.9,
2.5,2.5,2.5,2.5,
12.5,28.9,27.7,12.5,26.4
1.7,Sem Foto,3.1,,
14.0,14.5,11.9,,
13.9,13.5,24.9,5.3,
27.1,27.1,35.9,30.9,
12.9,3.7,3.5,5.9,
26.9,12.9,3.1,,
6.6,6.6,1.7,4.2,
30.2,29.2,25.9,,
11.9,12.9,7.4,16.9,1.7
39.4,27.3,39.4,,
17.4,11.9,15.5,,
12.3,8.9,8.9,1.6,3.9
27.7,11.9,30.2,29.2,26.4
39.4,39.4,35.9,38.9,
10.9,6.6,23.9,6.6,1.6
9.0,1.6,1.8,15.5,
1.7,Sem Foto,3.1,,
28.9,27.1,27.1,35.9,30.9
26.9,2.5,2.5,,
2.7,2.7,1.8,8.3,1.8
46.6,28.7,26.9,25.9,26.9
40.5,38.4,13.5,5.3,1.5
5.3,1.5,8.2,13.9,5.3
1.8,1.8,1.8,1.8,
10.9,5.7,1.9,,
8.7,8.7,8.7,5.3,
6.4,14.9,8.3,5.3,
13.5,13.5,12.5,12.9,4.2
13.5,12.5,17.0,,
13.5,13.9,13.5,26.9,13.5
15.9,14.9,6.6,18.9,6.6
3.7,3.5,5.9,,
15.0,14.5,2.7,11.9,1.8
1.6,3.1,1.9,,
1.7,4.2,Sem Foto,,
3.7,3.9,5.9,,
1.7,4.2,Sem Foto,,
14.9,15.5,15.5,,
12.3,14.5,11.9,2.7,
25.9,2.5,2.5,13.5,4.2
5.3,1.5,8.2,8.2,13.9
28.9,27.7,18.9,21.5,
9.8,13.5,12.9,16.6,
28.6,26.9,26.9,,
13.5,24.9,1.8,1.8,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
1.7,Sem Foto,3.1,,
30.2,26.8,14.9,10.9,18.9
2.5,2.5,2.5,2.5,2.5
39.4,27.3,39.4,3.7,
1.8,1.8,1.8,1.8,
2.5,2.5,2.5,,
3.7,3.5,5.9,,
17.8,2.7,13.9,3.9,
10.9,1.8,15.4,1.8,
13.5,1.7,4.2,Sem Foto,
26.9,26.9,1.6,1.7,
28.1,27.1,27.1,30.9,35.9
1.8,1.8,1.8,1.8,
20.8,3.7,3.5,5.9,
34.1,16.6,1.7,4.2,
3.0,3.0,3.0,,
39.4,27.3,24.9,,
13.5,1.7,Sem Foto,,
20.8,3.1,5.3,,
27.1,27.1,35.9,30.9,
1.8,1.8,1.8,1.8,
2.5,2.5,15.4,17.9,1.9
3.1,3.1,1.9,,
28.9,28.1,27.1,,
1.7,Sem Foto,3.1,,
2.7,2.7,1.6,1.8,1.8
36.9,36.9,26.9,26.9,
1.8,1.8,1.8,1.8,
6.6,17.0,1.7,Sem Foto,
12.3,15.9,16.5,,
13.5,20.8,3.7,3.1,
2.1,13.9,4.2,,
1.5,14.9,15.5,15.5,
9.9,19.5,23.9,4.2,
23.5,2.6,4.5,,
10.9,15.9,16.5,5.3,
10.8,13.5,14.5,11.9,
24.9,1.8,1.8,,
10.8,16.4,17.5,28.9,1.6
2.5,2.5,2.5,,
17.5,11.9,30.2,29.2,
15.4,1.7,4.2,Sem Foto,
7.5,11.9,10.9,12.9,
26.9,6.6,15.9,16.5,
1.4,1.5,8.9,,
39.4,27.3,39.4,,
28.1,26.4,21.5,27.1,27.1
11.9,12.5,7.4,,
6.6,11.9,13.5,12.3,12.9
2.8,13.5,4.2,1.9,
1.8,1.8,1.8,1.8,
28.9,27.7,24.9,26.4,1.6
13.9,1.8,1.8,17.8,
13.5,6.6,13.3,13.5,26.9
15.9,16.5,1.7,,
1.8,1.8,1.8,1.8,1.8
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
15.0,14.5,13.9,5.7,11.9
3.7,3.5,5.9,9.9,
34.1,3.0,3.0,24.9,1.5
30.2,26.8,25.9,3.1,1.9
27.3,12.3,24.9,8.3,
13.5,1.6,9.9,,
14.5,11.9,1.8,,
39.4,17.9,12.9,1.6,
14.5,6.6,1.8,1.8,
27.9,3.0,3.0,26.9,
26.8,3.0,8.9,3.0,
3.7,3.5,5.9,,
2.5,2.5,2.5,,
1.8,1.8,1.8,1.8,1.8
1.5,3.1,1.9,8.2,8.2
12.9,10.9,9.9,,
26.9,10.9,26.9,3.0,3.0
24.9,1.6,18.9,,
1.8,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,
26.9,24.9,13.5,9.9,
3.7,3.5,5.9,,
3.1,3.1,1.9,,
3.7,3.5,5.9,,
12.9,46.5,14.5,11.9,1.7
1.7,4.2,Sem Foto,,
26.8,25.9,1.9,,
13.5,3.0,3.0,1.8,1.8
1.7,4.2,Sem Foto,,
17.8,13.9,9.9,,
3.7,3.5,5.9,,
5.7,3.9,3.1,,
11.9,10.3,5.3,8.2,
2.5,2.5,2.5,,
40.5,14.0,5.3,1.5,
6.6,5.3,1.5,8.2,
1.8,1.8,1.8,1.8,1.8
16.4,28.9,27.7,21.5,
3.7,3.5,5.9,,
11.9,13.9,16.6,2.5,2.5
1.6,3.0,3.0,3.9,
6.4,28.9,27.7,21.5,1.6
13.9,17.8,1.7,,
28.6,42.2,39.4,27.3,2.8
15.4,5.3,8.2,8.2,
1.8,1.8,1.8,1.8,
29.1,10.9,1.8,,
28.1,6.4,1.4,,
,1.5,9.9,8.2,
10.9,27.1,27.1,35.9,30.9
28.9,28.1,27.1,,
1.7,4.2,Sem Foto,,
24.9,2.7,9.9,,
13.5,8.7,8.7,,
1.8,1.8,1.8,1.8,
10.3,3.1,1.7,3.1,
15.29,10.9,10.9,24.9,
3.7,3.9,1.7,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
2.5,2.5,1.8,,
14.0,35.9,16.4,,
1.7,Sem Foto,3.1,,
16.4,13.9,1.6,,
1.7,4.2,Sem Foto,,
38.4,28.1,35.9,27.1,27.1
1.7,4.2,Sem Foto,,
25.9,27.1,30.9,,
35.9,29.9,3.9,,
1.7,3.1,Sem Foto,,
2.5,3.7,2.5,,
9.9,12.3,1.9,,
1.7,4.2,Sem Foto,,
28.7,25.9,26.9,12.5,9.0
1.8,1.8,1.8,1.8,1.9
3.7,3.5,5.9,,
1.8,1.8,1.8,1.8,
3.7,3.5,5.9,,
14.0,1.7,4.2,Sem Foto,
1.4,1.5,1.8,3.9,
1.9,5.3,1.5,3.1,
1.8,16.4,7.4,,
27.1,35.9,30.9,,
10.3,3.9,1.7,,
1.7,1.9,4.2,,
24.9,13.9,17.8,13.9,
20.8,1.7,Sem Foto,,
14.5,11.9,1.7,Sem Foto,
13.5,26.9,29.5,12.3,13.5
3.7,3.5,5.9,,
3.7,5.3,1.5,8.2,8.2
28.9,11.9,28.1,26.9,7.4
13.5,3.0,3.0,,
1.7,3.1,Sem Foto,3.1,
1.8,10.3,1.8,,
17.0,15.0,8.7,8.7,1.7
24.9,3.7,3.5,5.9,
42.2,1.7,4.2,,
13.9,2.7,16.6,3.7,
13.5,13.9,15.5,,
1.6,2.6,4.5,1.9,
38.9,1.7,Sem Foto,,
5.7,1.7,Sem Foto,,
13.5,8.7,8.7,2.5,
1.7,4.2,Sem Foto,,
42.1,8.7,3.1,,
13.9,24.9,15.0,3.7,1.6
3.0,3.0,5.3,1.5,
5.3,1.5,8.2,8.2,13.9
3.7,3.5,5.9,,
27.1,27.1,1.6,30.9,
11.9,14.0,7.4,,
38.4,35.9,26.9,29.9,
3.7,1.8,1.8,1.8,
1.8,1.8,1.8,4.5,
30.2,29.2,10.9,34.1,25.9
17.4,15.0,15.5,,
13.9,9.0,1.9,,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
28.9,27.7,2.7,2.7,2.5
3.7,3.5,1.7,4.2,
1.7,Sem Foto,38.9,,
30.2,29.2,25.9,,
1.6,8.3,15.5,1.9,
15.5,27.1,27.1,30.9,
12.5,12.9,1.6,,
1.7,4.2,Sem Foto,,
14.5,9.0,11.9,,
13.5,3.7,15.4,17.9,1.9
3.7,3.5,5.9,,
12.3,3.7,3.5,5.9,
49.9,13.5,8.7,8.7,
37.6,23.9,37.6,,
8.7,8.7,3.5,,
28.1,30.2,29.2,26.8,27.1
16.5,6.4,10.9,,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
24.9,23.9,18.3,1.7,
15.29,18.3,1.9,,
5.7,1.6,1.9,,
9.0,10.9,1.9,,
36.9,10.9,13.5,6.6,
13.5,1.7,4.2,Sem Foto,
28.7,25.9,29.5,,
5.3,8.2,8.2,13.9,
1.7,4.2,Sem Foto,,
6.6,3.7,3.5,5.9,1.9
38.9,1.7,Sem Foto,,
6.6,30.2,6.4,29.2,25.9
3.0,3.0,2.5,2.5,1.7
3.7,3.5,5.9,,
15.9,Sem Foto,13.9,,
1.8,1.8,1.8,1.8,1.8
1.7,3.1,1.9,,
3.7,5.9,1.7,,
3.9,5.3,1.5,8.2,8.2
3.7,3.5,5.9,,
46.6,1.7,Sem Foto,,
12.0,1.7,4.2,,
1.7,4.2,Sem Foto,,
26.4,1.7,4.2,Sem Foto,
3.7,3.5,5.9,,
19.5,39.4,27.3,39.4,
3.7,3.5,5.9,,
27.3,3.7,3.5,5.9,
14.5,11.9,12.3,1.7,
26.4,21.5,18.9,,
8.7,3.1,1.9,,
14.5,12.9,11.9,38.9,
14.5,11.9,38.9,,
24.9,24.9,8.3,,
34.1,3.7,1.9,,
3.0,3.0,3.0,,
10.9,17.0,24.9,15.9,
3.7,3.5,5.9,,
2.7,2.7,3.9,3.1,
26.9,37.6,23.9,37.6,38.9
28.9,28.1,27.1,,
2.7,1.6,13.5,1.5,1.9
1.8,1.8,1.8,1.8,1.8
27.9,25.9,1.6,1.9,
1.8,1.8,1.8,1.8,
7.5,13.5,15.9,16.5,
7.4,1.7,9.9,,
2.5,2.5,1.7,,
27.3,24.9,37.9,28.4,
6.4,15.9,16.5,1.7,
28.1,10.9,27.1,27.1,30.9
8.7,39.4,27.3,39.4,
30.2,29.2,25.9,12.5,
12.5,1.8,1.8,,
20.8,2.7,15.4,1.6,5.9
3.7,3.5,5.9,,
10.9,17.9,3.7,3.5,5.9
1.7,Sem Foto,38.9,,
1.8,1.8,1.8,16.9,
10.9,1.7,4.2,Sem Foto,
38.4,35.9,29.9,,
6.4,3.7,8.3,17.9,
13.9,1.8,1.8,1.8,
3.0,13.5,3.0,17.0,
2.8,3.7,,3.5,4.2
6.3,1.7,Sem Foto,3.1,
2.7,2.7,5.3,1.5,3.1
13.5,13.5,14.9,38.9,
1.8,1.8,1.8,1.8,
13.9,1.6,1.5,,
9.8,1.6,13.5,,
24.9,13.9,9.0,1.8,
5.3,1.5,8.2,8.2,13.9
26.9,26.9,23.9,,
,14.0,1.7,Sem Foto,
23.5,13.5,5.3,,
3.7,1.7,Sem Foto,3.1,
1.7,4.2,Sem Foto,,
3.7,1.7,Sem Foto,,
1.8,1.8,1.8,1.8,
3.7,3.5,5.9,,
13.5,24.9,17.9,,
6.4,37.9,17.9,9.9,
30.2,26.8,25.9,1.7,
14.5,12.9,11.9,10.3,
39.4,27.3,39.4,17.9,
5.3,1.5,8.2,8.2,
36.9,12.3,29.1,,
37.6,37.6,13.5,,
9.9,1.7,4.2,,
6.6,24.9,8.7,13.5,8.7
28.1,27.1,14.9,27.1,
1.6,1.8,1.8,1.8,1.8
8.1,13.5,25.9,6.4,10.9
13.9,3.7,3.5,,
38.9,1.7,Sem Foto,,
2.5,1.8,1.8,1.8,1.8
1.7,4.2,Sem Foto,,
8.9,8.9,1.7,,
Sem Foto,1.8,1.8,,
29.5,27.1,38.9,,
3.0,3.0,3.9,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
12.3,3.7,3.5,5.9,
3.9,1.7,3.1,1.9,
11.9,7.4,3.1,,
1.5,1.9,3.1,,
2.7,15.5,15.5,,
26.9,12.5,12.9,1.6,
26.9,26.9,16.9,,
30.2,29.2,26.8,3.0,3.0
46.5,2.7,3.7,3.5,
13.5,24.9,13.5,16.4,
5.3,1.5,8.2,13.9,5.3
24.9,2.5,2.5,,
3.7,3.5,5.9,,
14.9,2.7,2.7,,
1.8,1.8,1.8,1.8,
29.2,26.8,25.9,23.9,
28.7,25.9,26.9,3.7,3.5
3.7,3.5,5.9,3.1,1.9
6.4,3.0,3.0,9.0,1.6
13.5,13.5,1.8,1.8,1.8
6.4,13.5,13.5,5.3,1.5
3.7,3.5,5.9,,
2.7,2.7,15.9,16.5,
3.7,1.7,Sem Foto,,
27.9,13.9,13.9,9.0,2.5
6.6,8.7,6.6,8.7,
3.7,3.5,5.9,,
7.4,1.8,1.8,1.8,1.8
27.1,27.1,35.9,30.9,
1.7,4.2,Sem Foto,,
35.9,3.1,2.5,,
5.3,1.5,8.2,8.2,13.9
13.5,13.5,13.5,3.0,
37.6,34.1,3.7,,
1.8,1.8,1.8,1.8,
10.9,24.9,17.9,,
1.6,1.8,15.9,1.8,
1.8,1.8,1.8,1.8,
12.9,3.1,9.9,1.9,
16.9,14.0,1.7,Sem Foto,
3.7,3.5,5.9,,
1.6,2.5,2.5,,
1.8,1.8,1.9,,
28.1,27.1,27.1,30.9,35.9
5.3,1.5,1.7,8.2,13.9
15.0,3.9,1.7,,
27.3,12.3,24.9,12.3,
24.9,13.5,3.9,,
11.9,13.5,1.7,4.2,Sem Foto
5.3,8.2,8.2,13.9,
15.5,1.7,Sem Foto,,
3.7,3.5,5.9,,
13.5,5.3,1.5,8.2,8.2
1.8,1.8,1.8,1.8,
3.7,3.5,5.9,,
16.4,17.4,1.6,15.5,
11.9,14.5,14.0,10.9,13.5
1.7,4.2,Sem Foto,,
14.9,14.0,9.9,,
34.1,39.4,39.4,24.9,37.9
13.5,6.4,26.9,9.0,
13.5,17.0,13.5,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
12.9,3.9,38.9,,
13.3,24.9,13.5,13.9,
28.9,30.2,26.8,25.9,26.4
26.4,25.9,3.7,,
2.5,2.5,2.5,2.5,
11.9,11.9,17.8,13.9,10.3
11.9,8.9,10.3,,
1.7,4.2,Sem Foto,,
41.5,3.7,5.9,1.9,
13.9,29.5,24.9,2.5,14.0
8.7,8.7,1.6,,
13.5,1.6,2.5,2.5,
3.7,3.5,5.9,,
2.5,11.9,2.5,10.3,
1.8,1.8,1.8,1.8,1.8
16.4,6.4,9.0,16.4,
42.2,42.2,35.9,25.9,27.1
24.9,2.5,2.5,,
16.4,2.7,1.7,,
13.5,13.5,14.9,13.5,
11.9,27.1,17.9,35.9,30.9
23.9,5.3,1.5,1.7,3.1
14.5,18.3,8.3,,
12.3,12.3,24.9,,
8.3,3.7,3.5,5.9,
3.7,3.5,5.9,,
17.5,1.8,1.8,1.8,1.8
2.7,2.7,12.9,,
1.7,Sem Foto,4.2,,
6.6,13.9,12.5,,
12.3,12.5,12.3,2.7,2.7
26.9,46.6,10.45,16.4,
5.3,1.5,1.7,3.1,8.2
12.0,1.6,1.9,1.5,
2.8,13.5,3.5,,
3.1,1.9,1.7,,
1.8,1.8,1.8,1.8,
34.1,14.5,11.9,1.6,1.5
28.9,28.1,27.1,,
2.5,2.5,15.9,,
3.7,3.5,5.9,,
18.3,1.9,1.7,,
17.9,1.7,Sem Foto,,
28.9,27.1,27.1,35.9,30.9
1.8,1.8,1.8,,
11.9,12.5,15.9,7.4,
2.5,2.5,2.5,,
6.6,30.2,29.2,25.9,1.6
15.9,13.9,1.9,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
37.6,34.1,1.6,,
49.9,16.4,1.9,38.9,
5.3,1.5,8.2,8.2,13.9
2.5,2.5,2.5,,
5.3,8.2,8.2,13.9,
1.6,3.1,1.7,Sem Foto,
16.4,8.7,17.5,15.9,
11.9,12.5,7.4,,
15.9,16.5,1.9,,
8.7,18.3,8.7,,
17.9,1.7,Sem Foto,,
14.9,3.5,5.9,,
2.5,2.5,2.5,,
6.6,14.5,17.9,11.9,1.7
49.9,26.9,6.4,26.9,10.9
1.5,8.2,8.2,13.9,5.3
1.8,1.8,1.8,1.8,1.8
3.7,3.5,5.9,5.3,
1.7,4.2,Sem Foto,,
6.4,9.0,5.7,3.9,
6.4,9.0,1.6,,
12.9,14.0,1.7,Sem Foto,
10.9,12.3,3.7,1.6,5.9
1.7,4.2,Sem Foto,,
13.5,3.7,5.9,3.9,
13.5,13.5,17.0,20.8,13.5
3.7,3.5,5.9,,
13.5,13.5,27.3,27.9,24.9
1.8,1.8,1.8,1.8,
3.7,3.5,5.9,,
1.8,1.8,1.8,1.8,1.8
3.5,5.9,9.9,,
12.5,13.9,17.8,13.9,
26.8,25.9,6.4,,
1.7,4.2,Sem Foto,,
10.9,6.4,12.9,17.9,
3.7,3.5,5.9,,
1.6,1.5,1.9,,
30.2,29.2,25.9,,
15.5,1.7,Sem Foto,4.2,
13.5,11.9,3.9,2.6,
2.7,8.3,2.7,,
13.5,8.9,2.7,,
1.7,Sem Foto,3.1,,
10.9,1.7,4.2,Sem Foto,
1.8,1.8,1.8,1.8,
6.8,12.9,11.9,1.4,
42.2,27.9,25.9,12.3,1.6
1.8,1.8,1.8,1.8,1.8
17.5,3.0,3.0,2.5,2.5
1.5,1.7,8.2,8.2,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
40.5,24.9,35.9,24.9,
1.8,1.8,1.8,,
29.2,39.4,39.4,25.9,40.5
5.3,1.5,1.9,8.2,8.2
27.1,34.1,6.4,1.6,15.4
28.7,25.9,29.5,,
28.9,27.7,26.4,,
1.5,8.2,8.2,13.9,5.3
18.9,16.6,5.3,1.5,
14.5,11.9,1.7,4.2,
1.7,3.1,Sem Foto,3.1,
3.0,3.0,9.0,3.0,3.9
3.0,3.0,3.0,2.7,
15.9,26.8,25.9,24.9,
3.1,1.9,9.9,,
12.9,17.8,13.9,,
2.7,2.7,3.7,,
39.4,28.9,34.1,27.7,
13.5,10.9,16.4,,
3.7,3.5,5.9,,
23.9,2.5,2.5,1.7,
6.4,15.0,18.9,,
9.9,12.3,10.9,17.0,1.6
6.6,11.9,10.9,8.7,
13.5,2.5,2.5,2.5,
1.8,1.8,1.8,1.8,
14.5,11.9,1.8,1.8,1.8
25.9,35.9,2.7,29.9,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
28.9,28.1,37.9,,
1.6,1.7,Sem Foto,,
1.8,1.8,1.8,,
3.7,3.5,5.3,1.5,
13.9,5.3,1.5,8.2,
26.8,25.9,1.9,1.7,
28.1,28.9,27.7,13.5,25.9
3.7,3.5,5.9,,
3.7,1.8,1.8,1.6,
2.7,1.8,1.8,,
12.5,17.0,13.5,16.4,
3.0,3.0,7.4,1.8,
1.8,1.8,1.8,1.8,
12.3,1.6,16.6,,
2.5,16.4,9.9,38.9,
27.1,27.1,35.9,30.9,
13.9,1.8,1.8,,
11.9,5.3,1.5,8.2,8.2
3.0,3.0,3.0,,
12.3,18.9,18.3,3.9,
28.9,6.6,28.1,15.0,1.8
1.7,4.2,Sem Foto,,
3.1,1.9,1.7,4.2,
2.5,2.5,3.9,3.9,1.7
14.5,5.3,1.5,8.2,
Sem Foto,15.9,16.5,,
28.1,27.1,30.9,35.9,
1.7,Sem Foto,3.1,,
39.5,1.9,9.9,,
27.3,28.9,35.9,28.1,25.9
1.7,9.9,Sem Foto,,
1.8,1.8,1.8,1.8,
2.7,16.9,1.7,,
16.5,11.9,11.9,7.4,
46.5,3.5,5.9,3.9,
1.8,1.8,1.8,1.8,2.6
1.6,2.5,2.5,2.5,
13.3,12.9,1.7,Sem Foto,
3.7,1.6,,3.5,5.9
23.9,26.9,26.9,,
10.9,5.3,1.5,8.2,
1.5,8.2,8.2,13.9,5.3
5.3,1.5,8.2,,
3.7,3.5,5.9,,
11.9,1.5,1.7,,
11.9,3.0,3.0,17.0,
8.7,8.7,2.5,13.5,2.5
1.7,Sem Foto,3.1,,
1.7,4.2,Sem Foto,,
3.9,1.7,Sem Foto,,
39.4,Sem Foto,13.5,11.9,14.5
1.6,1.7,Sem Foto,,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
9.0,1.6,3.1,1.9,
8.1,11.9,9.9,,
2.5,2.5,1.7,,
26.9,12.3,27.1,26.9,13.9
9.9,1.7,Sem Foto,,
37.9,28.4,13.5,12.3,
5.3,1.5,1.7,8.2,
12.3,2.7,1.7,Sem Foto,
26.9,28.9,27.7,23.9,21.5
35.9,8.7,29.9,,
39.4,28.9,28.1,25.9,24.9
1.7,4.2,Sem Foto,,
15.29,1.6,38.9,,
28.4,1.7,Sem Foto,,
1.7,Sem Foto,3.1,,
19.5,1.6,10.45,1.6,3.1
3.9,1.9,Sem Foto,,
18.9,5.3,1.5,8.2,
29.1,34.1,38.9,,
17.5,13.5,6.4,,
5.7,3.7,17.9,1.9,
37.6,34.1,18.3,,
1.4,1.7,Sem Foto,,
13.5,13.9,18.9,15.5,
13.5,1.6,1.7,,
30.2,29.2,26.8,,
26.4,39.4,27.3,39.4,25.9
3.7,3.5,5.9,,
37.6,26.9,37.6,26.9,24.9
28.1,40.5,13.5,27.1,1.6
26.9,27.1,6.3,,
3.7,3.5,5.9,3.1,
16.4,35.9,30.9,5.3,
3.7,3.5,5.9,1.9,
3.7,3.5,5.9,,
12.3,12.9,3.7,,
13.9,26.9,3.0,26.9,3.0
10.8,13.9,17.8,13.9,1.8
5.3,1.5,8.2,8.2,13.9
2.5,2.5,1.6,,
40.5,39.4,38.4,27.3,
40.5,38.4,26.9,1.5,
35.9,29.9,1.6,1.9,
10.3,1.7,4.2,,
1.6,1.6,1.9,,
28.9,41.5,28.1,27.1,
6.4,26.9,26.9,16.4,
3.7,16.9,5.9,,
42.2,42.2,1.6,,
17.8,1.6,13.9,,
14.9,13.5,13.9,17.8,13.9
3.7,1.6,3.1,1.7,
5.3,1.5,1.9,8.2,
5.7,3.7,1.7,17.9,
14.5,23.9,13.9,11.9,
39.4,42.1,13.5,,
3.0,3.0,3.0,,
1.7,4.2,Sem Foto,,
37.9,28.4,13.5,,
3.7,13.5,3.5,5.9,5.3
1.8,1.8,1.8,1.8,
16.4,24.9,2.7,,
27.1,6.6,27.1,2.5,
47.1,14.5,11.9,,
3.7,3.5,5.9,,
39.4,27.7,3.0,24.9,
5.7,1.8,1.8,1.8,
1.5,1.8,1.8,1.8,
42.2,6.6,3.5,,
14.9,10.9,1.8,1.8,
1.7,4.2,Sem Foto,,
28.9,28.1,6.3,1.7,
3.7,2.5,2.5,,
3.7,3.5,5.9,,
24.9,24.9,26.9,16.6,
3.7,3.5,5.9,,
12.3,3.1,1.9,,
28.1,27.1,27.1,,
28.9,27.7,21.5,1.6,
27.1,35.9,30.9,,
3.7,3.5,5.9,,
27.1,35.9,30.9,9.9,
5.3,1.5,8.2,8.2,13.9
3.7,3.5,5.9,,
3.9,5.3,1.7,,
3.7,17.9,3.9,5.3,
5.3,1.5,8.2,8.2,13.9
1.8,1.8,1.8,,
1.7,Sem Foto,3.1,,
18.3,1.6,1.7,,
Sem Foto,13.5,16.6,,
26.9,3.9,,,
1.7,4.2,Sem Foto,,
13.5,6.6,9.9,,
Sem Foto,1.8,1.8,1.8,1.8
2.7,2.7,16.4,15.4,3.9
3.7,3.5,5.9,,
1.6,14.0,1.5,38.9,
2.5,2.5,2.5,,
3.9,1.7,9.9,,
8.7,8.7,8.7,,
11.9,11.9,16.6,10.3,1.7
2.5,2.5,2.5,2.5,
24.9,5.3,1.5,8.2,8.2
3.7,3.5,5.9,,
12.9,1.8,3.9,1.8,1.8
27.7,26.4,21.5,,
13.5,13.5,3.9,1.6,1.5
13.5,1.6,2.7,7.4,14.0
2.6,4.5,1.9,1.7,
13.5,12.5,3.7,9.9,
13.5,6.4,14.9,10.9,10.9
1.7,4.2,Sem Foto,,
37.6,34.1,16.6,,
38.4,35.9,29.9,38.9,
6.6,16.4,3.1,,
16.4,30.2,29.2,3.0,25.9
1.7,4.2,Sem Foto,,
5.7,15.9,1.6,16.5,
5.3,1.5,8.2,13.9,
13.5,14.5,12.9,,
28.1,13.5,27.1,27.1,30.9
2.5,18.3,2.5,16.6,
30.2,29.2,26.8,,
2.5,10.45,2.5,1.6,
2.7,2.5,2.7,2.5,
5.3,1.5,8.2,8.2,13.9
1.9,1.7,4.2,Sem Foto,
36.9,24.9,5.3,1.5,8.2
2.5,2.5,2.5,,
17.9,1.7,Sem Foto,,
39.4,27.7,27.3,46.5,21.5
1.7,Sem Foto,3.1,,
39.4,27.3,39.4,3.1,
19.5,42.1,9.9,,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
6.6,8.7,10.9,1.8,
3.7,1.7,4.2,Sem Foto,
2.7,1.8,1.8,2.7,1.8
28.9,28.1,1.9,,
17.5,13.5,15.5,15.5,
27.3,24.9,,,
3.7,1.7,3.1,Sem Foto,
1.7,4.2,Sem Foto,,
28.7,25.9,29.5,,
5.7,2.5,2.5,2.5,2.5
1.8,1.8,,1.8,
1.8,1.8,1.8,1.8,1.8
26.4,21.5,37.9,28.4,
3.9,1.9,1.5,8.2,
39.4,30.2,39.4,29.2,25.9
